Unnamed: 0,date_of_submission,multi_country,doc_number,region_of_disaster,total_count,total_funding_provided,currency,operational_strategy
189,15/08/2024,False,MDRSO019,Somalia,30000.0,530533.0,CHF,"[{'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'Somalia', 'action_description': 'Providing unconditional cash transfers to prestock food prior to the drought and invest in productive activities.', 'people_reached': {'total': 9000, 'male': 4320, 'female': 4680}, 'people_targeted': {'total': 9000}, 'funding_used': 218509}], 'total_action_funding': 218509}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Somalia', 'action_description': 'Repair and rehabilitation of water facilities to mitigate potential water scarcity during a drought situation.', 'people_reached': {'total': 7000, 'male': 3544, 'female': 3456}, 'people_targeted': {'total': 7000}, 'funding_used': 141444}], 'total_action_funding': 141444}, {'action': 'Risk Reduction, climate adaptation and recovery', 'executed_in': [{'country': 'Somalia', 'action_description': 'Dissemination of early warning messages and advisory services through various platforms.', 'people_reached': {'total': 30000, 'male': 14400, 'female': 15600}, 'people_targeted': {'total': 30000}, 'funding_used': 23233}], 'total_action_funding': 23233}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Somalia', 'action_description': 'Forecast based Financing (FbF) Manager/EAP Manager salary (100% for 5 years), Technical Data Officer salary (100% for 5 years).', 'funding_used': 99116}], 'total_action_funding': 99116}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Somalia', 'action_description': 'Salary Contribution for international staffs.', 'funding_used': 45230}], 'total_action_funding': 45230}]"
190,13-01-2025,True,MDRSO020,Somalia,35088.0,877875.0,CHF,"[{'action': 'Shelter Housing And Settlements', 'executed_in': [{'country': 'Somalia', 'action_description': 'Provide emergency shelter and essential household items to help families live safely and with dignity.', 'people_reached': {'total': 15000}, 'people_targeted': {'total': 15000}, 'funding_used': 202000}], 'total_action_funding': 202000}, {'action': 'Multi Purpose Cash', 'executed_in': [{'country': 'Somalia', 'action_description': 'Provide multi-purpose cash assistance to cover basic needs.', 'people_reached': {'total': 13800}, 'people_targeted': {'total': 13800}, 'funding_used': 360581}], 'total_action_funding': 360581}, {'action': 'Health', 'executed_in': [{'country': 'Somalia', 'action_description': 'Reduce the spread of vector-borne and waterborne diseases, provide first aid, mental health, and psychosocial support.', 'people_reached': {'total': 35088}, 'people_targeted': {'total': 35088}, 'funding_used': 85027}], 'total_action_funding': 85027}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Somalia', 'action_description': 'Improve access to safe water, enhance hygiene practices, and prevent diseases.', 'people_reached': {'total': 35088}, 'people_targeted': {'total': 35088}, 'funding_used': 109191}], 'total_action_funding': 109191}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Somalia', 'action_description': 'Provide protection measures, conduct awareness campaigns on protection and gender-based violence prevention.', 'people_reached': {'total': 35088}, 'people_targeted': {'total': 35088}, 'funding_used': 14122}], 'total_action_funding': 14122}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Somalia', 'action_description': 'Set up community teams, organize awareness-raising visits, and establish feedback collection mechanisms.', 'people_reached': {'total': 35088}, 'people_targeted': {'total': 35088}, 'funding_used': 11201}], 'total_action_funding': 11201}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Somalia', 'action_description': 'Provide technical support and monitoring visits.', 'people_reached': {'total': 4}, 'people_targeted': {'total': 4}, 'funding_used': 56308}], 'total_action_funding': 56308}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Somalia', 'action_description': 'Activate and mobilize volunteer response teams, conduct monitoring and supervision visits.', 'people_reached': {'total': 4}, 'people_targeted': {'total': 4}, 'funding_used': 39446}], 'total_action_funding': 39446}]"
191,2023-05-08,False,MDRSS013,South Sudan,24000.0,355567.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Provision of first aid services, dissemination of health messages, training on community-based health surveillance, procurement of first aid kits.', 'people_reached': {'total': 24000}, 'people_targeted': {'total': 24000}, 'funding_used': 23696}], 'total_action_funding': 23696}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Establishment of consultation sessions, defining safe locations, integrating PGI standards, mapping PGI support services, monitoring and evaluation.', 'people_reached': {'total': 125}, 'people_targeted': {'total': 125}, 'funding_used': 9479}], 'total_action_funding': 9479}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Activation and deployment of volunteers, establishment of volunteer bases, support for communication and information management, branch equipment.', 'people_reached': {'total': 125}, 'people_targeted': {'total': 125}, 'funding_used': 145997}], 'total_action_funding': 145997}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Inclusion of CEA in assessment, production and distribution of communication tools, strengthening community committees, participation in CEA forums.', 'people_reached': {'total': 24000}, 'people_targeted': {'total': 24000}, 'funding_used': 9005}], 'total_action_funding': 9005}, {'action': 'Shelter Housing and Settlements', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Assessment of shelter needs, monitoring and coordination with partners, readiness for possible scale-up of shelter support.', 'people_reached': {'total': 24000}, 'people_targeted': {'total': 24000}, 'funding_used': 5687}], 'total_action_funding': 5687}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Initial assessment of WASH situation, continuous monitoring, coordination with WASH actors, procurement and distribution of water purification items.', 'people_reached': {'total': 24000}, 'people_targeted': {'total': 24000}, 'funding_used': 29478}], 'total_action_funding': 29478}, {'action': 'Migration', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Mobilization of branches and volunteers, deployment in entry points and refugee camps, detailed assessment and continuous monitoring, provision of MPC.', 'people_reached': {'total': 24000}, 'people_targeted': {'total': 24000}, 'funding_used': 115638}], 'total_action_funding': 115638}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Technical support to the National Society, operations and finance support missions, contribution to NS leadership and positioning in the crisis response.', 'people_reached': {'total': 125}, 'people_targeted': {'total': 125}, 'funding_used': 16587}], 'total_action_funding': 16587}]"
192,17/10/2024,False,MDRSS014,"South Sudan, Africa",500000.0,9000000.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Communities in disaster- and crisis-affected areas restore and strengthen their safety and well-being through emergency shelter and settlements, and through early recovery solutions.', 'people_reached': {'total': 150000, 'male': 43750, 'female': 106250}, 'people_targeted': {'total': 15000, 'male': 43750, 'female': 106250}, 'funding_used': 2102713}], 'total_action_funding': 2102713}, {'action': 'Livelihoods and Food Security', 'executed_in': [{'country': 'South Sudan', 'action_description': 'The most affected communities improve their income sources.', 'people_reached': {'total': 2000, 'male': 26250, 'female': 63750}, 'people_targeted': {'total': 2000, 'male': 26250, 'female': 63750}, 'funding_used': 342376}], 'total_action_funding': 342376}, {'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'South Sudan', 'action_description': 'The most affected communities improve their access to essential food and non-food commodities and services.', 'people_reached': {'total': 15000, 'male': 26250, 'female': 63750}, 'people_targeted': {'total': 15000, 'male': 26250, 'female': 63750}, 'funding_used': 2157136}], 'total_action_funding': 2157136}, {'action': 'Health & Care including WASH', 'executed_in': [{'country': 'South Sudan', 'action_description': 'The immediate risks to the health of the affected population are reduced and the psychosocial impacts of the emergency are lessened.', 'people_reached': {'total': 75000, 'male': 26250, 'female': 63750}, 'people_targeted': {'total': 75000, 'male': 26250, 'female': 63750}, 'funding_used': 94146}], 'total_action_funding': 94146}, {'action': 'Water, Sanitation and Hygiene (WASH)', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Risk of water related disease in target communities in recovery phase is reduced in a sustainable manner.', 'people_reached': {'total': 500000, 'male': 145833, 'female': 354167}, 'people_targeted': {'total': 83300, 'male': 145833, 'female': 354167}, 'funding_used': 1137590}], 'total_action_funding': 1137590}, {'action': 'Protection, Gender and Inclusion (PGI)', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Communities become more peaceful, safe and inclusive through meeting the needs and rights of the most vulnerable.', 'people_reached': {'total': 10201, 'male': 2888, 'female': 7313}, 'people_targeted': {'total': 10201, 'male': 2888, 'female': 7313}, 'funding_used': 268433}], 'total_action_funding': 268433}, {'action': 'Risk Reduction, Climate Adaptation and Recovery', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Communities in high-risk areas are prepared for and able to respond to disasters.', 'people_reached': {'total': 500000, 'male': 145833, 'female': 354167}, 'people_targeted': {'total': 500000, 'male': 145833, 'female': 354167}, 'funding_used': 216370}], 'total_action_funding': 216370}, {'action': 'Community Engagement and Accountability (CEA)', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Develop and deploy standardized approaches for community engagement, collection of feedback and use of feedback to better understand community perspectives.', 'people_reached': {'total': 500000, 'male': 145833, 'female': 354167}, 'people_targeted': {'total': 500000, 'male': 145833, 'female': 354167}, 'funding_used': 25560}], 'total_action_funding': 25560}, {'action': 'Coordination and Partnerships', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Strengthen coordination and partnerships within the Movement and with relevant external actors.', 'funding_used': 21939}], 'total_action_funding': 21939}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Strengthen Secretariat services.', 'funding_used': 592140}], 'total_action_funding': 592140}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Strengthen organizational development and disaster/crisis response capability at headquarters and branch levels.', 'funding_used': 2041597}], 'total_action_funding': 2041597}]"
193,04-02-2025,False,MDRSS016,South Sudan,8948.0,389992.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Replenishment and distribution of 1,790 Essential Household kits (EHIs) to SSRC warehouse and affected households.', 'people_reached': {'total': 8948}, 'people_targeted': {'total': 8948}, 'funding_used': 127455}], 'total_action_funding': 127455}, {'action': 'Health', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Provision of PSS, emergency medical assistance, pre-hospital care, and refresher training for volunteers.', 'people_reached': {'total': 8948}, 'people_targeted': {'total': 8948}, 'funding_used': 26090}], 'total_action_funding': 26090}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Distribution of WASH items, installation of bladder tanks, hygiene promotion sessions, and water trucking.', 'people_reached': {'total': 8948}, 'people_targeted': {'total': 8948}, 'funding_used': 150171}], 'total_action_funding': 150171}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Deployment of volunteers to provide RFL services and refresher training on PGI.', 'people_reached': {'total': 1000}, 'people_targeted': {'total': 8948}, 'funding_used': 4171}], 'total_action_funding': 4171}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Conducting workshops and community sessions on CEA for volunteers and community leaders.', 'people_reached': {'total': 100}, 'people_targeted': {'total': 8948}, 'funding_used': 12610}], 'total_action_funding': 12610}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Conduct monitoring missions, financial spot checks, and lessons learnt workshops.', 'people_reached': {'total': 120}, 'people_targeted': {'total': 120}, 'funding_used': 4462}], 'total_action_funding': 4462}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'South Sudan', 'action_description': 'Purchase of visibility materials, orientation and training on self-care and operational safety for volunteers.', 'people_reached': {'total': 120}, 'people_targeted': {'total': 120}, 'funding_used': 65029}], 'total_action_funding': 65029}]"
194,23-07-2024,False,MDRSV016,El Salvador,8570.0,403772.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Distribution of comfort kits, warm baby kits, and blankets to improve temporary living conditions.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 500}, 'funding_used': 21421}], 'total_action_funding': 21421}, {'action': 'Multi Purpose Cash', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Distribution of cash assistance to affected families and vulnerable individuals.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 1550}, 'funding_used': 124621}], 'total_action_funding': 124621}, {'action': 'Health', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Provision of pre-hospital care, fumigation campaigns, and distribution of mosquito nets.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 8570}, 'funding_used': 94873}], 'total_action_funding': 94873}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Installation of safe water systems and distribution of water filters and purifiers.', 'people_reached': {'total': 140}, 'people_targeted': {'total': 8570}, 'funding_used': 54266}], 'total_action_funding': 54266}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Community-level workshops and social media campaigns on gender and inclusion.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 8570}, 'funding_used': 5236}], 'total_action_funding': 5236}, {'action': 'Risk Reduction, Climate Adaptation and Recovery', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Awareness talks on risks and practical actions for disaster response.', 'people_reached': {'total': 1300}, 'people_targeted': {'total': 8570}, 'funding_used': 22373}], 'total_action_funding': 22373}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Community accountability days to facilitate transparency and exchange of key information.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 8570}, 'funding_used': 1904}], 'total_action_funding': 1904}, {'action': 'Environmental Sustainability', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Recycling awareness campaigns and community workshops on sustainable waste management.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 8570}, 'funding_used': 2856}], 'total_action_funding': 2856}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Hiring of personnel and equipping volunteers with visibility equipment.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 60}, 'funding_used': 63370}], 'total_action_funding': 63370}]"
195,13/11/2024,False,MDRSV017,El Salvador,10000.0,544464.0,CHF,"[{'action': 'Livelihoods', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Prepare a sensitization workshop, sign agreements with providers, conduct market monitoring, and carry out drills.', 'people_reached': {'total': 3000}, 'people_targeted': {'total': 3000}, 'funding_used': 201979}], 'total_action_funding': 201979}, {'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Training for volunteers, update feasibility study, simulation exercise, and manage cash transfers.', 'people_reached': {'total': 3000}, 'people_targeted': {'total': 3000}, 'funding_used': 126836}], 'total_action_funding': 126836}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Technical training for ENI personnel, workshop on water usage, awareness campaign, and procurement of water tanks.', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000}, 'funding_used': 121053}], 'total_action_funding': 121053}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Salaries for PMER Officer and Disaster Manager, communication and monitoring expenses.', 'funding_used': 49296}], 'total_action_funding': 49296}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'El Salvador', 'action_description': 'Workshop for EAP socialization, procurement of office supplies, and salaries for EAP staff.', 'funding_used': 45300}], 'total_action_funding': 45300}]"
196,02 May 2024,False,MDRSY009,"Syria, MENA",3500000.0,57375719.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Syria', 'action_description': 'Emergency phase: Communities in crisis-affected areas restore and strengthen their safety through emergency shelter and household items provision. Resilience building: Meet the medium-term shelter needs and urban resilience in line with principles of dignity, protection, and an integrated approach.', 'people_reached': {'total': 514659}, 'people_targeted': {'total': 31950}, 'funding_used': 400022}], 'total_action_funding': 13601000}, {'action': 'Livelihoods and basic needs', 'executed_in': [{'country': 'Syria', 'action_description': 'Communities in crisis-affected areas and the displaced can cover their immediate food needs and protect and build resilient livelihoods.', 'people_reached': {'total': 315620}, 'people_targeted': {'total': 126110}, 'funding_used': 0}], 'total_action_funding': 39214000}, {'action': 'Health', 'executed_in': [{'country': 'Syria', 'action_description': 'Restored access of affected populations to essential health care services (emergency, primary, secondary, community/public health) including mental health and psychosocial support.', 'people_reached': {'total': 4514557}, 'people_targeted': {'total': 731827}, 'funding_used': 320266}], 'total_action_funding': 10863000}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Syria', 'action_description': 'Reduce the risk of waterborne diseases and ensured the dignity of the affected population through the provision of inclusive WASH services.', 'people_reached': {'total': 665166}, 'people_targeted': {'total': 936267}, 'funding_used': 6231547}], 'total_action_funding': 5964000}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Syria', 'action_description': 'Ensure that Dignity, Access, Participation and Safety (DAPS) is considered a safe and inclusive response, by strengthening SARC’s PGI capacities, mainstreaming of PGI and safeguarding in relevant technical sectors, and strengthening of protection services.', 'people_reached': {'total': 556452}, 'people_targeted': {'total': 4965}, 'funding_used': 0}], 'total_action_funding': 1715000}]"
197,2023-08-11,False,MDRSY010,Syrian Arab Republic,10000.0,499059.0,CHF,"[{'action': 'Livelihoods And Basic Needs', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Replenishment of distributed family food parcels', 'people_reached': {'total': 7500}, 'people_targeted': {'total': 7500}, 'funding_used': 110228}], 'total_action_funding': 110228}, {'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Provision of multi-purpose grants', 'people_reached': {'total': 3500}, 'people_targeted': {'total': 3500}, 'funding_used': 263907}], 'total_action_funding': 263907}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Replenishment of family hygiene kits and distribution of drinking bottled water', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000}, 'funding_used': 43133}], 'total_action_funding': 43133}, {'action': 'Risk Reduction, Climate Adaptation And Recovery', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Community awareness on the wildfires risks and mitigation measures', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000}, 'funding_used': 74550}], 'total_action_funding': 74550}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Conducting a Lessons Learned workshop', 'people_reached': {'total': 30}, 'people_targeted': {'total': 30}, 'funding_used': 2129}], 'total_action_funding': 2129}]"
198,2023-08-24,False,MDRSY011,"South Syria, Al-Sweida Governorate",650000.0,799070.0,CHF,"[{'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Rehabilitation of 2 main boreholes, maintenance of 37 submersible pumps, and installation of 7 water tanks.', 'people_reached': {'total': 650000}, 'people_targeted': {'total': 650000}, 'funding_used': 735383}], 'total_action_funding': 735383}, {'action': 'Risk Reduction, Climate Adaptation And Recovery', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Public awareness on clever usage of household water and multi-sectorial assessments to identify needs gaps.', 'people_reached': {'total': 65000}, 'people_targeted': {'total': 65000}, 'funding_used': 53250}], 'total_action_funding': 53250}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Conducting a lessons learned workshop and financial support leading to timely closure of the operation.', 'funding_used': 10437}], 'total_action_funding': 10437}]"
199,23-11-2024,False,MDRSY013,Syrian Arab Republic,15000.0,499885.0,CHF,"[{'action': 'Immediate Relief', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Provide essential relief and assistance to affected communities, ensuring access to basic needs including food and non-food items.', 'people_reached': {'total': 15000}, 'people_targeted': {'total': 15000}}], 'total_action_funding': 499885}, {'action': 'Health and Well-being', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Deploy mobile health units to deliver necessary healthcare services, provide referrals to advanced care, and offer psychosocial support.', 'people_reached': {'total': 43}}], 'total_action_funding': 499885}, {'action': 'Comprehensive Needs Assessment', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Conduct rapid needs assessments to gather data on the impact of the wildfires and guide targeted interventions and resource allocation.', 'people_reached': {'total': 15000}, 'people_targeted': {'total': 15000}}], 'total_action_funding': 499885}, {'action': 'Community Engagement and Awareness', 'executed_in': [{'country': 'Syrian Arab Republic', 'action_description': 'Educate communities about fire hazards and safety measures through awareness sessions, empowering residents to mitigate risks.', 'people_reached': {'total': 15000}, 'people_targeted': {'total': 15000}}], 'total_action_funding': 499885}]"
200,20/12/2024,False,MDRSY014,سورية منطقة الشرق الأوسط وشمال افريقيا,5000000.0,100000000.0,فرنك سويسري,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'سورية', 'action_description': 'Providing emergency shelter and essential household items to affected people.', 'people_reached': {'total': 5000000}, 'people_targeted': {'total': 5000000}, 'funding_used': 100000000}], 'total_action_funding': 100000000}]"
201,18 March 2024,False,MDRSZ005,Eswatini,10800.0,539143.0,CHF,"[{'action': 'Livelihoods', 'executed_in': [{'country': 'Eswatini', 'action_description': 'Provide cash for food security, garden fencing material, vegetable seeds, and animal care kits.', 'people_reached': {'total': 7680, 'male': 3072, 'female': 4608}, 'people_targeted': {'total': 7680}, 'funding_used': 94268}], 'total_action_funding': 94268}, {'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'Eswatini', 'action_description': 'Distribution of cash for food.', 'people_reached': {'total': 10800, 'male': 4320, 'female': 6480}, 'people_targeted': {'total': 10800}, 'funding_used': 289838}], 'total_action_funding': 289838}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Eswatini', 'action_description': 'Procure water tanks, transportation and delivery of tanks and treated water to at-risk communities.', 'people_reached': {'total': 10800, 'male': 4320, 'female': 6480}, 'people_targeted': {'total': 10800}, 'funding_used': 48935}], 'total_action_funding': 48935}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Eswatini', 'action_description': 'Drought awareness and training on fodder production, drought-tolerant crops, destocking, animal care kits.', 'people_reached': {'total': 10800, 'male': 4320, 'female': 6480}, 'people_targeted': {'total': 10800}, 'funding_used': 1304}], 'total_action_funding': 1304}, {'action': 'Coordination and Partnerships', 'executed_in': [{'country': 'Eswatini', 'action_description': 'Engage local stakeholders in the implementation of readiness and early action activities.', 'funding_used': 3834}], 'total_action_funding': 3834}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Eswatini', 'action_description': 'Support implementation of readiness and early actions activities.', 'funding_used': 52091}], 'total_action_funding': 52091}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Eswatini', 'action_description': 'Ensure the National Society has the capacity to implement all planned activities on time.', 'funding_used': 48874}], 'total_action_funding': 48874}]"
202,2023-04-26,False,MDRTD022,Chad,10000.0,137369.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Chad', 'action_description': 'Immediate first aid and PFA provided with prevention messages to refugees and host communities.', 'people_reached': {'total': 2000}, 'people_targeted': {'total': 10000}, 'funding_used': 33867}], 'total_action_funding': 33867}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Chad', 'action_description': 'Establishment of consultation sessions, training on PGI, PSEA, and implementation of feedback mechanism.', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000}, 'funding_used': 3195}], 'total_action_funding': 3195}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Chad', 'action_description': 'Mobilization of branches, activation and deployment of volunteers, protection and equipment of volunteers.', 'people_reached': {'total': 120}, 'people_targeted': {'total': 120}, 'funding_used': 27637}], 'total_action_funding': 27637}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Chad', 'action_description': 'Inclusion of CEA in assessment, training of teams at CEA, establishment of feedback mechanisms.', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000}, 'funding_used': 14378}], 'total_action_funding': 14378}, {'action': 'Migration', 'executed_in': [{'country': 'Chad', 'action_description': 'Rapid and continuous assessment of the situation, coordination and clear definition of roles in response.', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000}, 'funding_used': 41216}], 'total_action_funding': 41216}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Chad', 'action_description': 'Technical support, monitoring and evaluation, operations and finance support mission.', 'people_reached': {'total': 4}, 'people_targeted': {'total': 4}, 'funding_used': 17077}], 'total_action_funding': 17077}]"
203,2024-08-19,False,MDRTD023,Chad,2400.0,192833.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Chad', 'action_description': 'Distribution of empty bags and agricultural equipment for the protection of homes and public infrastructure.', 'people_reached': {'total': 2400}, 'people_targeted': {'total': 2400}, 'funding_used': 76548}], 'total_action_funding': 76548}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Chad', 'action_description': 'Distribution of NFI kits for drinking water purification and malaria prevention.', 'people_reached': {'total': 2400}, 'people_targeted': {'total': 2400}, 'funding_used': 57170}], 'total_action_funding': 57170}, {'action': 'Coordination and Partnerships', 'executed_in': [{'country': 'Chad', 'action_description': 'Stakeholder information meeting for the validation of simplified EAP by the IFRC.', 'funding_used': 20584}], 'total_action_funding': 20584}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Chad', 'action_description': 'Payment of IFRC support costs for the implementation of the simplified EAP.', 'funding_used': 18494}], 'total_action_funding': 18494}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Chad', 'action_description': 'Support for the payment of the salary of the director of the disaster department and the SERA assistant.', 'funding_used': 20038}], 'total_action_funding': 20038}]"
